#ecutwfc energia_total tiempo N_iteraciones
10 -3971.89318180    2m 4.95s  16
20 -4244.48397649    6m 2.69s  14
25 -4256.85660976    8m43.59s  14
30 -4259.25100663   13m14.11s  15
35 -4259.58670461   16m53.48s  14
40 -4259.62599691   23m 0.53s  14
45 -4259.63886332   23m33.57s  14
50 -4259.64941747   28m15.99s  14
