20    -3183.98278403
25    -3193.08700718
30    -3194.82719187
35    -3195.06440186
40    -3195.09042044
45    -3195.09998462
50    -3195.10726181
55    -3195.11241768
60    -3195.11711272
65    -3195.12051331
70    -3195.12247168
75    -3195.12353080
80    -3195.12458898
